ticker,qend,shr_chg,holder_chg_pct,fwd_qret,q
MSFT,2021-12-31,-0.06263130009072804,0.009630537559096375,-0.11847531245987819,Q1 most SELLING
MSFT,2022-03-31,1.4054758872410869,0.08827610128338526,0.1150747859966515,Q4 most BUYING
MSFT,2022-06-30,-0.5529661529180301,0.05832669322709161,-0.16982148829013594,Q1 most SELLING
MSFT,2022-09-30,0.016512241368145997,0.018671886764041634,0.1141393939694351,Q3
MSFT,2022-12-31,-0.07757042270452075,-0.06444937176644494,0.1382440251987134,Q1 most SELLING
MSFT,2023-03-31,0.02809575137385467,0.02575446358034439,0.04147138573514219,Q3
MSFT,2023-06-30,0.11103972605586887,0.03650646950092429,0.1338589173105887,Q4 most BUYING
MSFT,2023-09-30,0.5329605693395223,-0.009511071481646649,0.09737416662904384,Q4 most BUYING
MSFT,2023-12-31,-0.37078771419050194,0.22610652663165798,0.03445096167496195,Q1 most SELLING
JPM,2018-06-30,-0.004435472852897138,0.05032563647128474,-0.04401669812725606,Q2
JPM,2018-09-30,-0.034805620724659425,0.0014092446448703555,-0.012146855355171121,Q2
JPM,2018-12-31,0.21614247918054263,0.005347593582887722,0.09085980383543739,Q4 most BUYING
JPM,2019-03-31,-0.17916784672857045,-0.007278835386338223,-0.04046262365124195,Q1 most SELLING
JPM,2019-06-30,0.08857589943961375,0.09616469261139304,0.21697695229191147,Q4 most BUYING
JPM,2019-09-30,-0.09991363841629519,-0.006431695394906067,0.059696629878183,Q1 most SELLING
JPM,2019-12-31,-0.011339346882937251,-0.017866390471258375,-0.45981115680687745,Q2
JPM,2020-03-31,-0.03423721859692508,0.08093857105193769,0.18549754356957282,Q2
JPM,2020-06-30,0.0330519792115509,-0.05951219512195127,0.11090897916612993,Q3
JPM,2020-09-30,-0.07483625954810325,-0.033973029045643144,0.22323562018241616,Q1 most SELLING
JPM,2020-12-31,0.02137509486138267,0.03221476510067123,0.13549882485759782,Q3
JPM,2021-03-31,0.000789727029535614,0.4273081924577373,-0.029733581996953397,Q3
JPM,2021-06-30,-0.043179002643858655,-0.19205539358600587,0.054699075231742306,Q2
JPM,2021-09-30,0.08108495286337503,0.009021199819575942,-0.06776243494789984,Q4 most BUYING
JPM,2021-12-31,-0.09900579550428168,-0.03710326329906122,-0.24682847526633994,Q1 most SELLING
JPM,2022-03-31,1.3778846507693592,0.07683379758588682,0.0532143908345614,Q4 most BUYING
JPM,2022-06-30,-0.5442789087330514,0.004095710282388421,0.10861725171992095,Q1 most SELLING
JPM,2022-09-30,0.008543525572371813,-0.01524259338772005,0.0786150902059086,Q3
JPM,2022-12-31,-0.08104098771526647,0.014388489208633004,-0.05620004325364822,Q1 most SELLING
JPM,2023-03-31,0.04639574259900736,0.05716741886954657,0.11602041282898087,Q3
JPM,2023-06-30,0.06023163901305262,-0.016670054889205144,-0.0480409668280088,Q4 most BUYING
JPM,2023-09-30,0.859718138559582,0.02666942319619592,0.1982005454015372,Q4 most BUYING
JPM,2023-12-31,-0.4709034155560603,0.09081755940394687,0.14397376416438332,Q1 most SELLING
TSLA,2018-06-30,0.048930439374913925,0.03454715219421112,-0.048203568966404806,Q3
TSLA,2018-09-30,0.022860729121290557,-0.012635379061371799,-0.1182337067406964,Q3
TSLA,2018-12-31,0.10028867048322265,-0.05301645338208405,-0.2854788723698348,Q4 most BUYING
TSLA,2019-03-31,-0.06189104170863402,0.08301158301158296,-0.054623086158529774,Q1 most SELLING
TSLA,2019-06-30,-0.0029305214113012346,0.10516934046345816,0.46583440347063876,Q2
TSLA,2019-09-30,-0.09069223985097064,-0.11612903225806448,0.8989958465659126,Q1 most SELLING
TSLA,2019-12-31,-0.008329590671693476,0.008211678832116709,-0.0010755672470947482,Q2
TSLA,2020-03-31,-0.013355715332752371,0.20271493212669678,0.7253870853935573,Q2
TSLA,2020-06-30,0.008044662221603271,0.2039127163280663,0.22091774518580456,Q3
TSLA,2020-09-30,0.0508583375921019,0.09499999999999997,0.6572232162395358,Q3
TSLA,2020-12-31,2.868500930708917,0.21289954337899553,-0.32232794408759674,Q4 most BUYING
TSLA,2021-03-31,0.12304480096413184,0.35435294117647054,0.17357776018907078,Q4 most BUYING
TSLA,2021-06-30,-0.11554445795687196,-0.07574704656011122,0.40950356718856973,Q1 most SELLING
TSLA,2021-09-30,0.09541653742229417,0.05789473684210522,-0.09404495830905249,Q4 most BUYING
TSLA,2021-12-31,-0.025547695672280213,0.06289978678038377,-0.1897898219670293,Q2
TSLA,2022-03-31,0.07841128094305483,0.15780675359411567,0.23873432138361161,Q4 most BUYING
TSLA,2022-06-30,0.04642460432732265,0.0860525555876408,-0.45641477089929294,Q3
TSLA,2022-09-30,-0.04559376654353653,-0.034299388460515834,0.11508530989354593,Q1 most SELLING
TSLA,2022-12-31,1.9795019133602536,-0.02340308370044053,-0.2284142613854663,Q4 most BUYING
TSLA,2023-03-31,0.19429122669483068,0.07668452213137855,0.3367727546728576,Q4 most BUYING
TSLA,2023-06-30,-0.000953522002865026,0.019114951557999582,-0.11062963386147723,Q3
TSLA,2023-09-30,-0.008057077100651955,0.0005138746145940676,-0.16922379584884767,Q2
TSLA,2023-12-31,-0.019249168271307737,0.3220338983050848,-0.08121362284835339,Q2
XOM,2018-06-30,-0.003610548926386792,0.03800475059382413,0.029310479286919554,Q2
XOM,2018-09-30,0.017693624830573018,-0.016876430205949644,0.02183649269748104,Q3
XOM,2018-12-31,0.3073718902472897,0.0064009310445156675,0.012576446495386456,Q4 most BUYING
XOM,2019-03-31,-0.2009003250498288,0.008673026886383273,-0.10888508285085478,Q1 most SELLING
XOM,2019-06-30,0.04348163110570824,0.10719403840642028,0.037094662338054155,Q3
XOM,2019-09-30,-0.016367424934439767,-0.038829924928811765,-0.12023694528246583,Q2
XOM,2019-12-31,-0.002781369780732179,-0.001346619983840558,-0.3482462906211373,Q3
XOM,2020-03-31,-0.01921124017792286,0.06391585760517793,0.04770687107405209,Q2
XOM,2020-06-30,0.01541073750180777,-0.10975918884664126,-0.18010252238562685,Q3
XOM,2020-09-30,-0.05740117937332123,-0.07630979498861046,0.32668048904015196,Q1 most SELLING
XOM,2020-12-31,-0.04901057715586865,-0.03884093711467329,0.19264435376440706,Q1 most SELLING
XOM,2021-03-31,0.041919194096920354,0.33098139833226425,-0.09089218210679492,Q3
XOM,2021-06-30,-0.03665391525975792,-0.14939759036144573,0.14513666700591293,Q2
XOM,2021-09-30,0.16092272707443467,0.04192634560906505,0.20295787026853968,Q4 most BUYING
XOM,2021-12-31,-0.1066067975887498,-0.023654159869494262,0.15130631368342756,Q1 most SELLING
XOM,2022-03-31,0.05363267832102281,0.07518796992481214,0.015261134352744215,Q4 most BUYING
XOM,2022-06-30,-0.01693710651074376,0.06708106708106709,0.21049894580984893,Q2
XOM,2022-09-30,0.03194846995334344,0.024514563106796006,0.031202052568391897,Q3
XOM,2022-12-31,0.02571083390567752,0.018242122719734688,-0.11850645613927141,Q3
XOM,2023-03-31,0.03704472995634722,0.08608655188459746,0.03714873742141684,Q3
XOM,2023-06-30,0.13101476430975234,-0.033204798628963195,-0.06763610183146483,Q4 most BUYING
XOM,2023-09-30,0.3539753343383092,0.04985597163749178,0.0038667480297855934,Q4 most BUYING
XOM,2023-12-31,-0.2764037496461371,0.1382439848037147,0.1701423654218419,Q1 most SELLING
