,Close,High,Low,Open,Volume,SimpleReturn,LogReturn
2018-01-02,78.69990539550781,79.02953907768298,78.28786678570712,78.8647222365954,22483800.0,,
2018-01-03,79.066162109375,79.21266906606273,78.71821856599594,78.80062348975564,26061400.0,0.004653839315645447,0.0046430436865819765
2018-01-04,79.76207733154297,80.2656863963979,79.26762670036851,79.28593658189139,21912000.0,0.008801682079943252,0.00876317307394636
2018-01-05,80.75096893310547,80.95241253494737,80.05507475924358,80.26567679367027,23407100.0,0.012398017136038497,0.012321791109314648
2018-01-08,80.8333740234375,81.10807111480854,80.21073333738873,80.76012053429359,22113000.0,0.001020484229734775,0.001019963889672337
2018-01-09,80.77842712402344,81.24540932561654,80.44879345064436,81.17215584579088,19484300.0,-0.000679755114491809,-0.0006799862527505258
2018-01-10,80.41217803955078,80.75097019209767,80.03676612776825,80.44880478462373,18652200.0,-0.004533996235286164,-0.004544305970888145
2018-01-11,80.65026092529297,80.69603912437161,79.88111313088473,80.69603912437161,17808900.0,0.0029607814580658864,0.0029564069771056806
2018-01-12,82.04202270507812,82.20683955078843,80.9890265789199,81.19047016654768,24271500.0,0.017256754830270893,0.017109548162964314
2018-01-16,80.89746856689453,83.13165107075305,80.58615171876326,82.49985195610911,36599700.0,-0.01395082788607005,-0.014049055324880213
2018-01-17,82.53648376464844,82.66467388478401,81.26373401056131,81.56589943052555,25621200.0,0.02026040155259734,0.020057890353594485
2018-01-18,82.49982452392578,83.02174323200651,82.09694444182644,82.2251345114719,24159700.0,-0.00044415801413577594,-0.00044425668152355875
2018-01-19,82.40830993652344,82.96685570718255,82.09699300774373,82.53650008200202,36875000.0,-0.001109270085487335,-0.0011098857809057336
2018-01-22,83.88247680664062,83.89163523863255,82.17021328766411,82.40828361859657,23601600.0,0.01788857059746385,0.01773045299919113
2018-01-23,84.14799499511719,84.51425534156799,83.81836138189497,84.14799499511719,23412800.0,0.00316535942409768,0.003160360220694825
2018-01-24,84.07477569580078,85.54896912463217,83.85502219295871,84.74320162365268,33277500.0,-0.0008701252991311081,-0.0008705040778884614
2018-01-25,84.541748046875,85.37498376436372,84.17548759470802,84.66993815725789,26383200.0,0.005554250335009225,0.005538882365389865
2018-01-26,86.12577819824219,86.12577819824219,84.77062417875615,85.26507453262293,29172200.0,0.01873666192102985,0.018563292894372536
2018-01-29,85.99762725830078,87.3985670718956,85.81450051912867,87.11471853042764,31569900.0,-0.0014879510249118377,-0.0014890591233720032
2018-01-30,84.91715240478516,85.75955346571327,84.33113852769213,85.4299197866189,38635100.0,-0.012564007728612436,-0.012643602260659666
2018-01-31,86.99566650390625,87.35276845186678,85.62219532380091,85.84194875658378,48756300.0,0.024476964196976203,0.024182203521603336
2018-02-01,86.30894470214844,87.96626462210679,85.68630405493057,86.79423681224651,47227900.0,-0.007893747233110537,-0.007925067789050813
2018-02-02,84.03810119628906,86.04337085458997,83.78172109101175,85.74120559372716,47867800.0,-0.026310639223965038,-0.026662957650492865
2018-02-05,80.57697296142578,85.37496348627676,80.57697296142578,82.92102812119992,51031500.0,-0.04118522652932233,-0.04205736824829297
2018-02-06,83.62606811523438,83.76341660498633,78.05893095251899,79.56059193924908,67998600.0,0.03784077561797061,0.037142377619015815
2018-02-07,82.05119323730469,84.02898869166187,81.67577431666412,82.85696072080758,41107600.0,-0.018832343949969688,-0.01901193080802397
2018-02-08,77.83917999267578,82.2983779336749,77.61026816454779,82.14271956714818,55628700.0,-0.05133396698384529,-0.05269845693866788
2018-02-09,80.74181365966797,81.42854942781467,76.75874760158462,79.02039851574841,63499100.0,0.03729013675716142,0.036611674837375215
2018-02-12,81.61166381835938,82.20683612449804,80.51288954997754,81.25456183184346,35720300.0,0.01077323036559319,0.010715612569801428
2018-02-13,82.25260925292969,82.4082676374221,80.39384611173038,81.42852517938839,26407700.0,0.00785360087740461,0.00782292187643281
2018-02-14,83.54054260253906,83.70613365602746,81.33267124756276,81.42466471757812,34960900.0,0.015658267394885073,0.015536941588322587
2018-02-15,85.24246978759766,85.29766447649932,83.36577315975562,83.90853965036392,27823900.0,0.020372469845639563,0.020167727154447448
2018-02-16,84.63529205322266,86.01521529322085,84.45130509535058,85.04926621776109,30596900.0,-0.007122948641539062,-0.007148437951699482
2018-02-20,85.29765319824219,85.61043241886618,83.72454160466629,84.15691866030133,30911700.0,0.007826063205441658,0.007795598415810217
2018-02-21,84.16609954833984,85.88640604084682,84.16609954833984,85.53682808253387,26922500.0,-0.01326594117744917,-0.013354719803981455
2018-02-22,84.38688659667969,85.3068351795694,84.04650309429624,84.68126986245836,24392800.0,0.0026232301309512263,0.002619795468087445
2018-02-23,86.5303726196289,86.53957407186662,84.96646263449422,86.10719705916483,26329200.0,0.02540070038599529,0.025083463404088954
2018-02-26,87.78150177001953,87.80909910756385,86.70516349388218,86.84315720025525,30199800.0,0.01445884390086194,0.014355311595740092
2018-02-27,86.65917205810547,88.16788749214969,86.65917205810547,88.07589401810351,25869100.0,-0.012785492265266485,-0.01286793009749173
2018-02-28,86.26358795166016,88.04829070543867,86.13479569300105,87.24793279635567,31167300.0,-0.004564826746556894,-0.004575277383863419
2018-03-01,85.41725158691406,86.99956477391478,84.48810125851891,86.4659927422698,37135600.0,-0.00981104988608128,-0.00985949536377816
2018-03-02,85.60123443603516,85.69322790777878,83.58654441718551,84.24890864358277,32830400.0,0.002153930800897763,0.0021516144175734754
2018-03-05,86.14399719238281,86.723562356665,84.87447049119965,84.94806105429379,23901600.0,0.006340594968326396,0.006320577964634572
2018-03-06,85.849609375,86.92594763155692,85.50003140804556,86.78795392769419,22175800.0,-0.0034173921222319104,-0.003423244744297657
2018-03-07,86.34638977050781,86.4199873545871,85.03086278436122,85.70242845644385,26716100.0,0.005786635479467561,0.005769957214145064
2018-03-08,86.87076568603516,87.48712969912867,86.26359610753536,86.72357050870707,25887800.0,0.006072933876228426,0.0060545679325613045
2018-03-09,88.81185913085938,88.81185913085938,87.39513711848977,87.6619231161424,36937300.0,0.02234461075017613,0.02209862745974233
2018-03-12,89.0234375,89.42821719619918,88.35187884256258,88.77505442556539,26073700.0,0.0023823211360645136,0.0023794879079474694
2018-03-13,86.8523941040039,89.45584460904058,86.44761427172563,89.23505879991349,35387800.0,-0.024387323798815252,-0.024689619488636468
2018-03-14,86.33720397949219,87.77232905476376,86.01522326405258,87.50554302807004,32132000.0,-0.00593178955890139,-0.005949452505813229
2018-03-15,86.64076232910156,87.00874318515012,85.39883308125735,86.04279431535404,27611000.0,0.0035159622459106643,0.003509795700653086
2018-03-16,87.02713775634766,87.74469655455653,86.4015724161,87.10073533017702,49081300.0,0.004459510937570688,0.004449596782596917
2018-03-19,85.45404815673828,86.38319846091478,84.73648917637232,86.2360032758896,33344100.0,-0.018075851282316036,-0.018241215242646013
2018-03-20,85.67481994628906,86.26358655308559,85.555229141945,85.60122938442818,23075200.0,0.0025835146995709657,0.002580183162286219
2018-03-21,85.07685852050781,86.5211776929269,84.82846844206638,85.49083262637478,24457100.0,-0.006979430200800163,-0.007003900348693451
2018-03-22,82.60220336914062,84.40530216998876,82.48261255218137,83.96372365898506,38604700.0,-0.02908728876925648,-0.02951871047756409
2018-03-23,80.20112609863281,83.21855664211645,80.10913263448298,82.3354067527055,44068900.0,-0.02906795669575124,-0.02949879943837238
2018-03-26,86.2728042602539,86.47519413547032,83.16337959358715,83.35656801484294,56396800.0,0.07570564725181073,0.07297686228104089
2018-03-27,82.30782318115234,87.52393137786285,81.42467314403622,87.33994441879172,56569000.0,-0.045958643782351705,-0.047048258140484384
2018-03-28,82.2342300415039,83.92693963492772,81.75585971083261,82.62980834170733,52501100.0,-0.0008941208357128305,-0.000894520800176071
2018-03-29,83.9637222290039,84.90207391691112,81.3234737171022,82.9609814257672,45867500.0,0.021031293010551844,0.020813188086550104
2018-04-02,81.4338607788086,83.60494040408472,80.50471758883897,83.22776506388908,48515400.0,-0.03013041088501689,-0.030593660734499265
2018-04-03,82.52860260009766,82.8413888288893,80.85429613393647,82.4090117877476,37213800.0,0.01344332456817443,0.01335376484129998
2018-04-04,84.93888854980469,85.33446688050307,80.70712476799972,80.81751415046675,35560000.0,0.029205461788640363,0.02878710824059782
2018-04-05,84.98487854003906,85.61964553959179,84.08333253061241,85.0400802478175,29771900.0,0.0005414479871301836,0.000541301457058689
2018-04-06,83.00697326660156,85.05845491188343,82.31701175010156,84.16610356089251,38026000.0,-0.02327361417014495,-0.023548721607592672
2018-04-09,83.50372314453125,85.71160097173346,83.36573648298435,83.75211317261595,31533900.0,0.005984435504402974,0.005966599892256606
2018-04-10,85.44485473632812,85.81283571483505,84.30412001974473,84.99408172245018,26812000.0,0.02324604842393785,0.022979974593461332
2018-04-11,84.50651550292969,85.8220428505848,84.15693741046648,84.64450925633622,24872100.0,-0.010981810856768748,-0.01104255607937342
2018-04-12,86.08880615234375,86.62237811456508,85.03086368067098,85.03086368067098,26758900.0,0.018723889394767435,0.0185507552025342
2018-04-13,85.62882995605469,86.64077216103442,85.0400633270246,86.52118135217425,23346100.0,-0.005343043037152606,-0.005357368140815963
2018-04-16,86.63156127929688,87.08234116390595,85.9415998030005,86.53956781952091,20288100.0,0.011710206991696559,0.011642173129784737
2018-04-17,88.37948608398438,88.81186316815777,87.2847447022392,87.39514109138541,26771000.0,0.020176535882254987,0.019975686714902262
2018-04-18,88.71988677978516,88.97747138543455,87.873528337239,88.5174968700166,21043300.0,0.0038515803936369775,0.0038441820486680976
2018-04-19,88.41629028320312,89.29944039438107,87.70792569220467,88.71987510791675,23552500.0,-0.0034219666818962047,-0.0034278350011688317
