Ticker,Class,N,Mean (daily),Std (daily),Annualised Vol,Skew,Kurtosis (excess),Min,Max
TSLA,Equity,1759,0.0016896777956481813,0.04000166766883259,0.6350067880775032,-0.059241593822297045,3.601915974402921,-0.23651789445767657,0.19818699146920754
XOM,Equity,1759,0.00031158888994193315,0.019533720783072667,0.31008820423070493,-0.16942002348315657,5.4895166570880285,-0.13039091595249083,0.11944212429196016
AAPL,Equity,1759,0.0010394086100430687,0.019250675800044987,0.3055950044210905,-0.21555974929908736,5.257613107576125,-0.13770800376020792,0.11315729053857151
JPM,Equity,1759,0.0005651219505954153,0.01860842360972685,0.2953995669736806,-0.019342934351570983,13.441018556424105,-0.16210577222107977,0.16562025942728684
MSFT,Equity,1759,0.000951821511886995,0.01821072788144783,0.28908634300668656,-0.2666402638335611,7.149520489634289,-0.15945353405190896,0.1329290315286373
GBPUSD,Forex,1824,-3.940022275076518e-05,0.005610501473451063,0.0890639497746778,-0.22927162424701533,5.086804661070461,-0.0423235851982379,0.03030790933040455
EURUSD,Forex,1824,-7.713387156151475e-05,0.004453883369448987,0.0707032065842906,-0.16343956869582094,2.0060336614936576,-0.0281440807711631,0.01821134690851107
